Affymetrix ID	Gene Symbol	Gene or mRNA Description	Accession	Direction	Sham Adj. P value	ADX Adj. P value
10571653	Actg1	actin, gamma, cytoplasmic 1	NM_009609	down	0.04	ns
10456836	St8sia5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	NM_153124	up	0.04	0.005
10543785	AB041803	CDNA sequence AB041803	ENSMUST00000115107	up	0.04	ns
10595402	BC023892	CDNA sequence BC023892	ENSMUST0000098501	up	0.04	ns
10458251	Sil1	endoplasmic reticulum chaperone SIL1 homolog (S. cerevisiae)	NM_030749	down	0.04	ns
10488231	Rps2	ribosomal protein S2	NM_008503	down	0.04	ns
10515220	Faah	fatty acid amide hydrolase	NM_010173	down	0.04	ns
10442643	Nme3	non-metastatic cells 3, protein expressed in	NM_019730	down	0.04	ns
10468200	Cuedc2	CUE domain containing 2	NM_024192	down	0.04	ns
10499309	Apoa1bp	apolipoprotein A-I binding protein	NM_144897	down	0.04	ns
10454514	Lims2	LIM and senescent cell antigen like domains 2	NM_144862	up	0.04	ns
10451093	Spats1	spermatogenesis associated, serine-rich 1	NM_027649	down	0.04	ns
10599841	C230004F18Rik	RIKEN cDNA C230004F18 gene	AK082088	up	0.04	ns
10400357	Baz1a	bromodomain adjacent to zinc finger domain 1A	NM_013815	up	0.04	ns
10453102	Sfrs7	splicing factor, arginine/serine-rich 7	NM_146083	up	0.04	ns
10605222	Irak1	interleukin-1 receptor-associated kinase 1	NM_008363	down	0.04	ns
10404061	Hist1h2bb	histone cluster 1, H2bb	NM_175664	up	0.04	ns
10572949	Nr3c2	nuclear receptor subfamily 3, group C, member 2	NM_001083906	down	0.04	0.02
10572533	Myo9b	myosin IXb	NM_015742	up	0.04	ns
10468916	Fam171a1	family with sequence similarity 171, member A1	NM_001081161	up	0.04	ns
10511510	Ints8	integrator complex subunit 8	NM_178112	up	0.04	ns
10403558	Ero1lb	ERO1-like beta (S. cerevisiae)	NM_026184	up	0.04	ns
10346562	Cflar	CASP8 and FADD-like apoptosis regulator	NM_207653	up	0.04	ns
10577999	Unc5d	unc-5 homolog D (C. elegans)	NM_153135	down	0.04	ns
10555009	---	MI0004692 Mus musculus miR-708 stem-loop	---	up	0.04	ns
10604564	Gpc4	glypican 4	NM_008150	down	0.04	ns
10474526	Lpcat4	lysophosphatidylcholine acyltransferase 4	NM_207206	down	0.04	ns
10378555	Smyd4	SET and MYND domain containing 4	NM_001102	down	0.04	ns
10461369	Ahnak	AHNAK nucleoprotein (desmoyokin)	NM_009643	up	0.04	ns
10395719	Npas3	neuronal PAS domain protein 3	NM_013780	down	0.04	ns
10561927	Aplp1	amyloid beta (A4) precursor-like protein 1	NM_007467	down	0.04	ns
10569707	Myadm	myeloid-associated differentiation marker	NM_001093	up	0.04	ns
10572838	Sin3b	transcriptional regulator, SIN3B (yeast)	NM_009188	up	0.04	ns
10382022	Ccdc44	coiled-coil domain containing 44	NM_027346	up	0.04	ns
10392449	Wipi1	WD repeat domain, phosphoinositide interacting 1	NM_145940	down	0.04	ns
10576216	Rpl13	ribosomal protein L13	AF357327	down	0.04	ns
10525733	Setd8	SET domain containing (lysine methyltransferase) 8	NM_030241	up	0.04	ns
10404928	C78339	expressed sequence C78339	NM_001033	up	0.04	ns
10481383	Wdr34	WD repeat domain 34	NM_001008	down	0.04	ns
10580010	Pkn1	protein kinase N1	NM_177262	down	0.04	ns
10356172	5033414K04Rik	RIKEN CDNA 5033414K04 gene	BC080290	up	0.04	ns
10506843	Cc2d1b	coiled-coil and C2 domain containing 1B	NM_177045	down	0.04	ns
10572580	Use1	unconventional SNARE in the ER 1 homolog (S. cerevisiae)	NM_025917	down	0.04	ns
10581538	Nqo1	NAD(P)H dehydrogenase, quinone 1	NM_008706	down	0.04	ns
10473224	Dusp19	dual specificity phosphatase 19	NM_024438	up	0.04	ns
10509228	Hnrnpr	heterogeneous nuclear ribonucleoprotein R	NM_028871	down	0.04	ns
10355401	Acp1	acid phosphatase 1, soluble	ENSMUSTO0000074038	down	0.04	ns
10410766	Nr2f1	nuclear receptor subfamily 2, group F, member 1	NM_010151	down	0.04	ns
10379204	Poldip2	polymerase (DNA-directed), delta interacting protein 2	NM_026389	down	0.04	ns
10449608	Mdga1	MAM domain containing glycosylphosphatidylinositol anchor 1	NM_001081	up	0.04	ns
10490370	Psma7	proteasome (prosome, macropain) subunit, alpha type 7	NM_011969	down	0.04	ns
10526923	1110007L15Rik	RIKEN cDNA 1110007L15 gene	BC019557	down	0.04	ns
10420155	Dhrs1	dehydrogenase/reductase (SDR family) member 1	NM_026819	down	0.04	ns
10605999	---	snoRNA chromosome: NCBIM37:X:98336772: 98336891:-1 gene:ENSMUSG00000065180	ENSMUSTO0000083246	up	0.04	ns
10578557	Ccdc111	coiled-coil domain containing 111	NM_001001	down	0.04	ns
10456405	Slmo1	slowmo homolog 1 (Drosophila)	NM_144867	down	0.04	ns
10522596	Tmem165	transmembrane protein 165	NM_011626	down	0.04	ns
10506254	Raver2	ribonucleoprotein, PTB-binding 2	NM_183024	up	0.04	ns
10453318	Abcg5	ATP-binding cassette, sub-family G (WHITE), member 5	NM_031884	up	0.04	ns
10568939	Echs1	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	NM_053119	down	0.04	ns
10506154	Alg6	asparagine-linked glycosylation 6 homolog (yeast, alpha-1,3,-glucosyltransferase)	NM_001081	down	0.04	ns
10567095	Calca	calcitonin/calcitonin-related polypeptide, alpha	NM_007587	up	0.04	ns
10394245	Dnajc27	DnaJ (Hsp40) homolog, subfamily C, member 27	NM_153082	down	0.04	ns
10578964	1810029B16Rik	RIKEN cDNA 1810029B16 gene	BC016246	up	0.04	ns
10374790	---	Genscan chromosome:NCBIM37:11:28646529: 28857608:1	GENSCANO0000027048	up	0.04	ns
10543428	Iqub	IQ motif and ubiquitin domain containing	NM_172535	up	0.04	ns
10361110	Dtl	denticleless homolog (Drosophila)	NM_029766	down	0.04	ns
10395142	Sh3yl1	Sh3 domain YSC-like 1	NM_013709	down	0.04	ns
10579663	Eps1511	epidermal growth factor receptor pathway substrate 15-like 1	NM_007944	down	0.04	ns
10497944	Mfsd8	major facilitator superfamily domain containing 8	NM_028140	up	0.04	ns
10533176	1110008J03Rik	RIKEN CDNA 1110008J03 gene	BC021365	up	0.04	ns
10454369	Fhod3	formin homology 2 domain containing 3	NM_175276	down	0.04	ns
10562911	Tbc1d17	TBC1 domain family, member 17	NM_001042655	down	0.04	ns
10494821	Tspan2	tetraspanin 2	NM_027533	down	0.04	0.02
10380137	Bzrap1	benzodiazapine receptor associated protein 1	NM_172449	down	0.04	ns
10393879	Mafg	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian)	AK047224	up	0.04	ns
10458046	D0H4S114	DNA segment, human D4S114	NM_053078	down	0.04	ns
10499988	2310007A19Rik	RIKEN CDNA 2310007A19 gene	BC107021	down	0.04	ns
10511042	C030017K20Rik	RIKEN cDNA C030017K20 gene	BC113168	up	0.04	ns
10494227	Lass2	LAG1 homolog, ceramide synthase 2	NM_029789	down	0.04	ns
10456392	Cidea	cell death-inducing DNA fragmentation factor, alpha subunit-like effector A	NM_007702	down	0.04	ns
10515700	BC059842	CDNA sequence BC059842	ENSMUST00000075406	down	0.04	ns
10374012	Rasl10a	RAS-like, family 10, member A	NM_145216	up	0.04	0.01
10404059	Hist1h1c	histone cluster 1, H1c	NM_015786	down	0.04	ns
10438530	Clcn2	chloride channel 2	NM_009900	down	0.04	ns
10368486	Rnf146	ring finger protein 146	NM_001110197	down	0.04	ns
10347748	Acs13	acyl-CoA synthetase long-chain family member 3	NM_028817	up	0.04	ns
10458424	Taf7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-	NM_175770	up	0.04	ns
10531193	Adamts3	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3	NM_001081 401	down	0.04	ns
10383575	Tbcd	tubulin-specific chaperone d	NM_029878	down	0.04	ns
10467688	Exosc1	exosome component 1	NM_025644	down	0.04	ns
10511901	Ankrd6	ankyrin repeat domain 6	NM_001012 450	up	0.04	ns
10459138	Slc6a7	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7	NM_201353	down	0.04	ns
10531987	Gbp4	guanylate binding protein 4	NM_008620	down	0.04	ns
10517250	Extl1	exostoses (multiple)-like 1	NM_019578	down	0.04	ns
10394843	---	Genscan chromosome:NCBIM37:12:20274447: 20283883:1	GENSCANO 0000015114	down	0.04	ns
10435714	Tmem39a	transmembrane protein 39a	NM_026407	up	0.04	ns
10437687	Litaf	LPS-induced TN factor	NM_019980	down	0.04	ns
10574676	Nol3	nucleolar protein 3 (apoptosis repressor with CARD domain)	NM_030152	down	0.04	ns
10538100	Repin1	replication initiator 1	NM_001079 901	down	0.04	ns
10565152	9330120H11Rik	RIKEN CDNA 9330120H11 gene	ENSMUSTO 0000098326	up	0.04	ns
10541522	Rps2	ribosomal protein S2	NM_008503	down	0.04	ns
10365601	Gnptab	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	NM_001004 164	up	0.04	ns
10428052	Cct5	chaperonin containing Tcp1, subunit 5 (epsilon)	NM_007637	up	0.04	ns
10348000	2810459M11Rik	RIKEN cDNA 2810459M11 gene	BC137675	down	0.04	ns
10376263	Mfap3	microfibrillar-associated protein 3	NM_145426	up	0.04	ns
10553788	Atp10a	ATPase, class V, type 10A	NM_009728	up	0.04	ns
10430770	Tob2	transducer of ERBB2, 2	NM_020507	up	0.04	ns
10578623	Wwc2	WW, C2 and coiled-coil domain containing 2	NM_133791	down	0.04	ns
10350753	Glul	glutamate-ammonia ligase (glutamine synthetase)	NM_008131	up	0.04	ns
10358982	Mr1	major histocompatibility complex, class I-related	NM_008209	down	0.04	ns
10438376	Rps2	ribosomal protein S2	NM_008503	down	0.04	ns
10501827	A730020M07Rik	RIKEN cDNA A730020M07 gene	ENSMUSTO 0000050571	up	0.04	ns
10553015	Bcat2	branched chain aminotransferase 2, mitochondrial	NM_009737	up	0.04	ns
10427538	Nipbl	Nipped-B homolog (Drosophila)	NM_201232	up	0.04	ns
10412559	Slbp	stem-loop binding protein	NM_009193	down	0.04	ns
10351056	Ankrd45	ankyrin repeat domain 45	BC049713	up	0.04	ns
10582094	Mbtps1	membrane-bound transcription factor peptidase, site 1	NM_019709	down	0.04	ns
10369792	Arid5b	AT rich interactive domain 5B (MRF1-like)	NM_023598	up	0.04	ns
10460312	Cdk2ap2	CDK2-associated protein 2	NM_026373	up	0.04	0.05
10451547	LOC100043385	similar to high mobility group nucleosomal binding domain 2	ENSMUSTO	down	0.04	ns
10579060	4930467E23Rik	RIKEN cDNA 4930467E23 gene // predicted gene, EG665756	0000116100 ENSMUST0 0000084046	down	0.04	ns
10494509	Pias3	protein inhibitor of activated STAT 3	NM_146135	down	0.04	ns
10508711	Taf12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor	NM_025579	up	0.04	0.02
10560945	Grik5	glutamate receptor, ionotropic, kainate 5 (gamma 2)	NM_008168	down	0.04	ns
10420659	6330409N04Rik	RIKEN cDNA 6330409N04 gene	BC037015	down	0.04	ns
10378988	Phf12	PHD finger protein 12	NM_174852	down	0.04	ns
10439016	4930444G20Rik	RIKEN cDNA 4930444G20 gene	NM_053264	up	0.05	ns
10520234	2010209012Rik	RIKEN cDNA 2010209012 gene	NM_133913	down	0.05	ns
10526181	Gats	opposite strand transcription unit to Stag3	NM_030719	up	0.05	0.03
10465424	OTTMUSG00000018617	predicted gene, OTTMUSG00000018617	ENSMUST0 0000063955	down	0.05	ns
10501860	Fnbp1l	formin binding protein 1-like	NM_001114665	up	0.05	ns
10547282	Zfp9	zinc finger protein 9	NM_011763	down	0.05	ns
10350146	Phlda3	pleckstrin homology-like domain, family A, member 3	NM_013750	down	0.05	ns
10488156	Kif16b	kinesin family member 16B	NM_001081133	down	0.05	ns
10482772	Nr4a2	nuclear receptor subfamily 4, group A, member 2	NM_013613	up	0.05	ns
10575021	Zfp90	zinc finger protein 90	NM_011764	down	0.05	ns
10375439	Med7	mediator complex subunit 7	NM_025426	up	0.05	ns
10519857	Hgf	hepatocyte growth factor	NM_010427	down	0.05	ns
10579852	Mmaa	methylmalonic aciduria (cobalamin deficiency) type A	NM_133823	up	0.05	ns
10542395	Atf7ip	activating transcription factor 7 interacting protein	ENSMUST0 0000066689	down	0.05	ns
10398362	Rian	RNA imprinted and accumulated in nucleus	AF357355	up	0.05	ns
10570418	Upf3a	UPF3 regulator of nonsense transcripts homolog A (yeast)	NM_025924	down	0.05	ns
10468292	ENSMUSG00000071525	predicted gene, ENSMUSG00000071525	AK086428	up	0.05	ns
10361375	Fbxo5	F-box protein 5	NM_025995	down	0.05	0.05
10590821	9230110C19Rik	RIKEN cDNA 9230110C19 gene	BC115525	up	0.05	ns
10597960	Slc6a20a	solute carrier family 6 (neurotransmitter transporter), member 20A	NM_139142	down	0.05	0.04
10410452	Srd5a1	steroid 5 alpha-reductase 1	NM_175283	down	0.05	ns
10453166	Cdkl4	cyclin-dependent kinase-like 4	NM_001033443	down	0.05	ns
10406663	Arsb	arylsulfatase B	NM_009712	down	0.05	ns
10464504	Lrp5	low density lipoprotein receptor-related protein 5	NM_008513	up	0.05	ns
10358583	Hmcn1	hemicentin 1	NM_001024720	down	0.05	ns
10381018	4121402D02Rik	RIKEN cDNA 4121402D02 gene	NM_028722	up	0.05	ns
10346260	Osgepl1	O-sialoglycoprotein endopeptidase-like 1	NM_028091	down	0.05	ns
10415159	Thtpa	thiamine triphosphatase	NM_153083	down	0.05	0.04
10447602	Ezr	ezrin	NM_009510	up	0.05	ns
10449258	Arhgdig	Rho GDP dissociation inhibitor (GDI) gamma	NM_008113	down	0.05	ns
10507218	Mknk1	MAP kinase-interacting serine/threonine kinase 1	NM_021461	down	0.05	0.007
10567564	Cdr2	cerebellar degeneration-related 2	NM_007672	up	0.05	ns
10461423	Fads3	fatty acid desaturase 3	NM_021890	down	0.05	ns
10495675	F3	coagulation factor III	NM_010171	up	0.05	ns
10377927	Rnf167	ring finger protein 167	NM_027445	down	0.05	ns
10402314	Rps2	ribosomal protein S2	NM_008503	down	0.05	ns
10501649	Rtcd1	RNA terminal phosphate cyclase domain 1	NM_025517	down	0.05	ns
10365983	Lum	lumican	NM_008524	down	0.05	ns
10523772	Lrrc8d	leucine rich repeat containing 8D	NM_178701	down	0.05	ns
10604424	Zfp280c	zinc finger protein 280c	NM_153532	down	0.05	ns
10368893	Lace1	lactation elevated 1	NM_145743	up	0.05	ns
10476886	Sstr4	somatostatin receptor 4	NM_009219	up	0.05	ns
10373577	Ormdl2	ORM1-like 2 (S. cerevisiae)	NM_024180	up	0.05	ns
10487382	Fahd2a	fumarylacetoacetate hydrolase domain containing 2A	NM_029629	down	0.05	ns
10472199	Upp2	uridine phosphorylase 2	NM_029692	down	0.05	ns
10594353	Map2k5	mitogen-activated protein kinase kinase 5	NM_011840	down	0.05	ns
10585328	4930510E17Rik	RIKEN CDNA 4930510E17 gene	ENSMUST0000034550	up	0.05	ns
10498064	Setd7	SET domain containing (lysine methyltransferase) 7	NM_080793	up	0.05	ns
10477604	Itch	itchy, E3 ubiquitin protein ligase	NM_008395	up	0.05	ns
10362538	Lama4	laminin, alpha 4	NM_010681	down	0.05	ns
10430997	Pacsin2	protein kinase C and casein kinase substrate in neurons 2	NM_011862	up	0.05	ns
10551215	Rnf170	ring finger protein 170	ENSMUST0000014022	down	0.05	ns
10467139	Lipa	lysosomal acid lipase A	NM_021460	up	0.05	ns
10412562	Flnb	filamin, beta	NM_134080	down	0.05	ns
10364702	Midn	midnolin	NM_021565	up	0.05	0.0006
10469867	Pnpla7	patatin-like phospholipase domain containing 7	NM_146251	up	0.05	ns
10495316	Psrc1	proline/serine-rich coiled-coil 1	NM_019976	up	0.05	ns
10446341	4930505H01Rik	RIKEN CDNA 4930505H01 gene	AK132847	up	0.05	ns
10439881	5330426P16Rik	RIKEN cDNA 5330426P16 gene	ENSMUST0000089395	up	0.05	ns
10505526	---	Mouse LLRep3 protein mRNA, complete cds	M20632	down	0.05	ns
10477929	1110008F13Rik	RIKEN CDNA 1110008F13 gene	NM_026124	up	0.05	ns
10494069	Tnrc4	trinucleotide repeat containing 4	NM_172434	down	0.05	ns
10582743	Pcnxl2	pecanex-like 2 (Drosophila)	NM_175561	down	0.05	ns
10383767	Osbp2	oxysterol binding protein 2	NM_152818	down	0.05	ns
10484440	Zdhhc5	zinc finger, DHHC domain containing 5	NM_144887	up	0.05	ns
10488797	Pxmp4	peroxisomal membrane protein 4	NM_021534	down	0.05	ns
10500327	Hist2h3c2	histone cluster 2, H3c2	NM_054045	up	0.05	ns
10385599	Canx	calnexin	NM_007597	up	0.05	ns
10595109	Lrrc1	leucine rich repeat containing 1	NM_172528	up	0.05	ns
10438262	Slc25a1	solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1	NM_153150	down	0.05	ns
10534889	Hrbl	HIV-1 Rev binding protein-like	NM_178162	down	0.05	ns
10496892	Fubp1	far upstream element (FUSE) binding protein 1	NM_057172	up	0.05	ns
10428370	Abra	actin-binding Rho activating protein	NM_175456	up	0.05	ns
10414433	6720456H20Rik	RIKEN cDNA 6720456H20 gene	NM_172600	up	0.05	ns
10566132	Rhog	ras homolog gene family, member G	NM_019566	down	0.05	ns
10505747	Rraga	Ras-related GTP binding A	NM_178376	down	0.05	ns
10455118	Pcdhb18	protocadherin beta 18	NM_053143	down	0.05	ns
10491885	Pcdh10	protocadherin 10	NM_001098171	down	0.05	ns
10447224	Dync2li1	dynein cytoplasmic 2 light intermediate chain 1	NM_172256	down	0.05	ns
10508099	1810007P19Rik	RIKEN cDNA 1810007P19 gene	NM_172701	down	0.05	ns
10511703	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2	NM_138952	down	0.05	ns
10399308	Fkbp1b	FK506 binding protein 1b	NM_016863	down	0.05	ns
10428302	Klf10	Kruppel-like factor 10	NM_013692	up	ns	0.001
10431410	Mapk11	mitogen-activated protein kinase 11	NM_011161	up	ns	0.004
10376019	OTTMUSG00000005637	predicted gene, OTTMUSG00000005637	XM_910917	up	ns	0.004
10410166	Cntnap3	contactin associated protein-like 3	NM_001081129	down	ns	0.005
10580282	Junb	Jun-B oncogene	NM_008416	up	ns	0.006
10489406	Rims4	regulating synaptic membrane exocytosis 4	NM_183023	up	ns	0.007
10413229	Anxa11	annexin A11	NM_013469	up	ns	0.008
10432986	Aaas	achalasia, adrenocortical insufficiency, alacrimia	NM_153416	down	ns	0.008
10518069	Efhd2	EF hand domain containing 2	NM_025994	up	ns	0.008
10427026	Grasp	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein	NM_019518	up	ns	0.009
10393662	Nptx1	neuronal pentraxin 1	NM_008730	up	ns	0.009
10587085	BC031353	cDNA sequence BC031353	NM_001113283	down	ns	0.009
10501762	Snx7	sorting nexin 7	NM_029655	down	ns	0.01
10469070	Nudt5	nudix (nucleoside diphosphate linked moiety X)-type motif 5	NM_016918	up	ns	0.01
10485594	OTTMUSG00000014964	predicted gene, OTTMUSG00000014964	BC147362	up	ns	0.01
10429385	---	MI0000173 Mus musculus miR-151 stem-loop	0014964	up	ns	0.01
10528877	Lmbr1	limb region 1	NM_020295	down	ns	0.01
10425364	Atf4	activating transcription factor 4	NM_009716	up	ns	0.01
10574220	Cx3cl1	chemokine (C-X3-C motif) ligand 1	NM_009142	up	ns	0.01
10492538	ENSMUSG00000074573	predicted gene, ENSMUSG00000074573	ENSMUST00000099064	down	ns	0.01
10363845	Ccdc6	coiled-coil domain containing 6	NM_001111121	up	ns	0.01
10574727	Slc9a5	solute carrier family 9 (sodium/hydrogen exchanger), member 5	NM_001081332	up	ns	0.01
10515797	Tmem125	transmembrane protein 125	NM_172383	down	ns	0.01
10421418	Epb4.9	erythrocyte protein band 4.9	NM_013514	up	ns	0.01
10451363	Srf	serum response factor	NM_020493	up	ns	0.02
10461152	Snhg1	small nucleolar RNA host gene (non-protein coding) 1	AK051045	down	ns	0.02
10461158	Snhg1	small nucleolar RNA host gene (non-protein coding) 1	AK051045	down	ns	0.02
10607738	Car5b	carbonic anhydrase 5b, mitochondrial	NM_181315	down	ns	0.02
10390560	Stac2	SH3 and cysteine rich domain 2	NM_146028	up	ns	0.02
10385709	C330016O10Rik	RIKEN cDNA C330016O10 gene	NM_145974	up	ns	0.02
10601595	3110007F17Rik	RIKEN cDNA 3110007F17 gene	BC027572	down	ns	0.02
10548038	Ntf3	neurotrophin 3	NM_008742	down	ns	0.02
10479607	Lime1	Lck interacting transmembrane adaptor 1	NM_023684	up	ns	0.02
10524310	Ttc28	tetratricopeptide repeat domain 28	BC002262	down	ns	0.02
10356403	Kcnj13	potassium inwardly-rectifying channel, subfamily J, member 13	NM_001110227	up	ns	0.02
10404038	Hist1h3d	histone cluster 1, H3d	NM_178204	up	ns	0.02
10515168	Cyp4x1	cytochrome P450, family 4, subfamily x, polypeptide 1	NM_001003947	down	ns	0.02
10452188	Mllt1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1	NM_022328	up	ns	0.02
10430660	Pdgfb	platelet derived growth factor, B polypeptide	NM_011057	up	ns	0.02
10421351	Polr3d	polymerase (RNA) III (DNA directed) polypeptide D	NM_025945	up	ns	0.02
10571111	Zfp703	zinc finger protein 703	NM_001101502	up	ns	0.02
10371379	Nuak1	NUAK family, SNF1-like kinase, 1	NM_001004363	up	ns	0.02
10440238	Nsun3	NOL1/NOP2/Sun domain family member 3	NM_178925	down	ns	0.02
10368585	Nkain2	Na+/K+ transporting ATPase interacting 2	NM_001013411	down	ns	0.02
10582719	Sipa112	signal-induced proliferation-associated 1 like 2	NM_001081337	up	ns	0.02
10491732	Fat4	FAT tumor suppressor homolog 4 (Drosophila)	NM_183221	down	ns	0.02
10527268	Pms2	postmeiotic segregation increased 2 (S. cerevisiae)	NM_008886	down	ns	0.02
10511808	4930528A17Rik	RIKEN CDNA 4930528A17 gene	ENSMUST00000062777	down	ns	0.02
10603627	Bcor	BCL6 interacting corepressor	NM_175045	up	ns	0.03
10429222	1700010C24Rik	RIKEN CDNA 1700010C24 gene	BC125645	up	ns	0.03
10539211	Lrrtm4	leucine rich repeat transmembrane neuronal 4	NM_178731	down	ns	0.03
10430941	Rrp7a	ribosomal RNA processing 7 homolog A (S. cerevisiae)	BC012523	up	ns	0.03
10451303	Ttbk1	tau tubulin kinase 1	BC059249	up	ns	0.03
10531484	Ankrd56	ankyrin repeat domain 56	NM_175270	up	ns	0.03
10579373	Mast3	microtubule associated serine/threonine kinase 3	BC024265	up	ns	0.03
10468795	Rab11fip2	RAB11 family interacting protein 2 (class I)	NM_001033172	down	ns	0.03
10600317	Opn1mw	opsin 1 (cone pigments), medium-wave-sensitive (color blindness, deutan)	NM_008106	up	ns	0.03
10462442	Il33	interleukin 33	NM_133775	down	ns	0.03
10601598	3110007F17Rik	RIKEN CDNA 3110007F17 gene	BC027572	down	ns	0.03
10506569	Usp24	ubiquitin specific peptidase 24	BC030081	down	ns	0.03
10601771	Armcx1	armadillo repeat containing, X-linked 1	NM_030066	down	ns	0.03
10481634	Slc25a25	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25	NM_146118	up	ns	0.03
10369474	Eif4ebp2	eukaryotic translation initiation factor 4E binding protein 2	NM_010124	up	ns	0.03
10362450	---	cdna:novel chromosome:NCBIM37:10:33062878:33194324:1 gene:ENSMUSG00000071344	---	up	ns	0.03
10389238	Dusp14	dual specificity phosphatase 14	NM_019819	up	ns	0.03
10391744	ENSMUSG00000075516	predicted gene, ENSMUSG00000075516	AK135410	up	ns	0.03
10491056	Tbl1xr1	transducin (beta)-like 1X-linked receptor 1	NM_030732	down	ns	0.03
10545528	Pigp	phosphatidylinositol glycan anchor biosynthesis, class P	BC061116	down	ns	0.03
10386582	Top3a	topoisomerase (DNA) III alpha	NM_009410	down	ns	0.03
10484683	Olfr1134	olfactory receptor 1134	NM_147030	down	ns	0.03
10412517	ENSMUSG00000057445	predicted gene, ENSMUSG00000057445	ENSMUST00000090647	down	ns	0.03
10387372	Jmjd3	jumonji domain containing 3	NM_001017426	up	ns	0.03
10499168	Kirrel	kin of IRRE like (Drosophila)	NM_130867	up	ns	0.03
10455080	Pcdhb9	protocadherin beta 9	NM_053134	down	ns	0.03
10482500	Rnd3	Rho family GTPase 3	NM_028810	up	ns	0.03
10565627	Aqp11	aquaporin 11	NM_175105	down	ns	0.03
10524955	Tesc	tescalcin	NM_021344	up	ns	0.03
10397085	Rbm25	RNA binding motif protein 25	NM_027349	down	ns	0.04
10541246	Il17ra	interleukin 17 receptor A	NM_008359	up	ns	0.04
10413482	Wnt5a	wingless-related MMTV integration site 5A	NM_009524	down	ns	0.04
10382341	Sstr2	somatostatin receptor 2	NM_009217	up	ns	0.04
10498146	Nhlrc3	NHL repeat containing 3	NM_172501	down	ns	0.04
10574718	Tmem208	transmembrane protein 208	NM_025486	up	ns	0.04
10352957	Rgs20	regulator of G-protein signaling 20	NM_021374	up	ns	0.04
10601588	3110007F17Rik	RIKEN CDNA 3110007F17 gene	BC027572	down	ns	0.04
10440993	Rcan1	regulator of calcineurin 1	NM_001081 549	up	ns	0.04
10515399	Plk3	polo-like kinase 3 (Drosophila)	NM_013807	up	ns	0.04
10534405	Wbscr22	Williams Beuren syndrome chromosome region 22	NM_025375	up	ns	0.04
10544062	D630045J12Rik	RIKEN cDNA D630045J12 gene	ENSMUSTO 0000078942	up	ns	0.04
10403943	Hist1h2bm	histone cluster 1, H2bm	NM_178200	up	ns	0.04
10377695	Phf23	PHD finger protein 23	NM_030064	up	ns	0.04
10368409	Lama2	laminin, alpha 2	NM_008481	down	ns	0.04
10479560	Rtel1	regulator of telomere elongation helicase 1	NM_001001 882	down	ns	0.04
10404772	ENSMUSG0000 0074927	predicted gene, ENSMUSG00000074927	ENSMUSTO 0000099561	down	ns	0.04
10504203	4930578G10Rik	RIKEN cDNA 4930578G10 gene	AK006581	down	ns	0.04
10570982	Fgfr1	fibroblast growth factor receptor 1	NM_010206	up	ns	0.04
10511298	9430015G10Rik	RIKEN CDNA 9430015G10 gene	BC004010	up	ns	0.04
10436304	Abi3bp	ABI gene family, member 3 (NESH) binding protein	NM_001014 423	down	ns	0.04
10603066	Ace2	angiotensin I converting enzyme (peptidyl-dipeptidase A) 2	NM_027286	down	ns	0.04
10587854	Slc9a9	solute carrier family 9 (sodium/hydrogen exchanger), member 9	NM_177909	down	ns	0.04
10436106	C330027C09Rik	RIKEN cDNA C330027C09 gene	NM_172616	down	ns	0.04
10473473	Olfr1022	olfactory receptor 1022	NM_146589	up	ns	0.04
10589061	Dalrd3	DALR anticodon binding domain containing 3	NM_026378	up	ns	0.04
10459837	8030462N17Rik	RIKEN CDNA 8030462N17 gene	BC120889	up	ns	0.04
10603870	Elk1	ELK1, member of ETS oncogene family	NM_007922	up	ns	0.04
10451893	Stap2	signal transducing adaptor family member 2	NM_145934	up	ns	0.04
10521068	4933407H18Rik	RIKEN CDNA 4933407H18 gene	NM_001081 101	down	ns	0.04
10493498	---	Mus musculus mammary gland RCB-0526 Jyg-MC(A) cDNA, RIKEN full-length enriched library, clone:G830001D04 product:hypothetical protein, full insert sequence.	---	down	ns	0.04
10514510	Cyp2j6	cytochrome P450, family 2, subfamily j, polypeptide 6	NM_010008	down	ns	0.04
10438220	Car15	carbonic anhydrase 15	NM_030558	up	ns	0.04
10409190	Cenpp	centromere protein P	NM_025495	down	ns	0.04
10606376	2610002M06Rik	RIKEN cDNA 2610002M06 gene	BC016070	down	ns	0.04
10528880	Lmbr1	limb region 1	NM_020295	down	ns	0.05
